medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
D0AA7AE64A25B645CD2E4556E691EC0F,200D138C6C8CCA3578BA28B280FBC4E4,CMT,1,N,10-01-13 14:27,10-01-13 14:29,1,-73.977982,40.742004,-73.981308,40.743031
237F49C3ECC11F5024B254268F054384,93C363DDF8ED9385D65FAD07CE3F5F07,CMT,1,N,07-01-13 12:21,07-01-13 12:26,1,-73.95079,40.714039,-73.940895,40.721325
590D90160BD7C2673D47DBF107B10B3E,E3720119A91AB7C7A329088269009487,CMT,1,N,07-01-13 22:21,07-01-13 22:38,1,-73.995682,40.679161,-73.991219,40.733498
B14118AD4BF381D80035EF546CE7AEFA,9DCEE90343F24D475B3A19A3F10AE801,CMT,1,N,10-01-13 15:34,10-01-13 16:01,3,-74.010124,40.720692,-73.979279,40.758221
50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,1,N,08-01-13 00:30,08-01-13 00:45,1,-73.99482,40.743816,-73.954865,40.820244
2D4B95E2FA7B2E85118EC5CA4570FA58,CD2F522EEE1FF5F5A8D8B679E23576B3,CMT,1,N,07-01-13 16:04,07-01-13 16:07,1,-73.954712,40.789288,-73.96611,40.789959
78FFD9CD0CDA541F335EF8B38FB494D6,E949C583ECF62C8F03FDCE1484954A08,CMT,1,N,10-01-13 14:30,10-01-13 14:47,3,-73.955818,40.787796,-73.976006,40.760063
E9BA494DC1A1F26D186394EFBB8327CF,BBF604B3A2426BFBAAC982AAAA0BF1B5,CMT,1,N,01-01-13 16:46,01-01-13 16:56,1,-73.959908,40.806396,-73.983292,40.775673
CD847FE5884F10A28217E9FBA11B275B,5FEFD00D9773268B72EE4E879852F190,CMT,1,N,08-01-13 11:41,08-01-13 11:51,1,-73.971962,40.749996,-73.949791,40.72604
50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,1,N,08-01-13 02:09,08-01-13 02:14,2,-73.998047,40.74577,-73.990494,40.761196
A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,1,N,10-01-13 11:02,10-01-13 11:11,1,-73.962318,40.77911,-73.981895,40.773785
333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,1,N,01-01-13 16:06,01-01-13 16:22,2,-73.989059,40.750572,-73.973686,40.755997
333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,1,N,01-01-13 09:19,01-01-13 09:21,1,-73.954796,40.59893,-73.950531,40.604225
877AAB787A0BCD95781E7DA0770CCB1D,669DD2780CAF48FDADA9F55E816C7608,CMT,1,N,07-01-13 20:48,07-01-13 21:02,1,-73.97345,40.763561,-74.008682,40.730442
1944EB168702ED8E6B9FD94E988D0197,1D24DD6F12731B59E72DD7CF387F5011,CMT,1,N,08-01-13 11:12,08-01-13 11:25,1,-73.980438,40.76128,-73.990608,40.740143
26B6CDD419985C6F551F0FAE87EF3AA9,015760806341352ED97B0F79C8A873BC,CMT,1,Y,06-01-13 22:29,06-01-13 22:33,1,-73.97522,40.751698,-73.986893,40.75592
FC82D4D00FE8AB93B2973EECB3559EA8,F554ED01B1DA0828B956446E40231C46,CMT,1,N,05-01-13 21:28,05-01-13 21:38,2,-73.966156,40.764412,-73.973183,40.792542
