medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
F48F892C7CAABCA764ABC6F10DADC4C5,CB94C98DE0EB1B7DA9979FC396919CCC,VTS,1,,13-01-13 07:59,13-01-13 08:03,1,-74.006767,40.730244,-73.995178,40.749447
276FB357FC1D4C03D05AD48A52C1D984,808B612B85D59EF0AC04BF98FF87815E,VTS,1,,13-01-13 07:49,13-01-13 08:02,1,-73.997238,40.722511,-73.978477,40.764091
CB4A208CE35D8FA2A8D76B419180991D,8FCE5D247A6B74FF050D7ADF373C375C,VTS,1,,13-01-13 07:44,13-01-13 08:01,3,-74.004707,40.723965,-73.980438,40.760746
0B18AD7511A013CB08333F312AFDEC96,85DDFF755F8356CF6E8444AD8CFE56E0,VTS,1,,13-01-13 07:51,13-01-13 08:01,1,-74.008804,40.71104,-73.990936,40.750572
2134FE196E7AF33ECFF1B7C9740F6C8D,71D4AB57E35C5DB7E4A34416043DC5EF,VTS,1,,13-01-13 07:54,13-01-13 08:04,1,-73.989235,40.774036,-73.97657,40.748451
771BA952F8868915A12A562A6DD333EA,28F0B93C232CDBEF1F2C6D1B9329A41A,VTS,1,,13-01-13 07:58,13-01-13 08:03,1,-73.956032,40.784641,-73.969856,40.767025
71A788D349C8206115457A1574A006A2,F508679D68B7399096FCDE18E10A29E0,VTS,1,,13-01-13 11:56,13-01-13 11:59,2,-73.997162,40.744728,-73.991531,40.744537
005F00B38F46E2100F4A5D0B6AAAD3AC,272B27E01EBAF44C157D53BDCC16FEE6,VTS,1,,13-01-13 07:55,13-01-13 08:02,1,-73.980499,40.753757,-74.000328,40.757587
8F9A97E0996369A5CA0EDE9E5713F51E,A1BDF1340F735028FECFE70E7E8F323E,VTS,1,,13-01-13 07:59,13-01-13 08:04,1,-73.989838,40.767387,-73.970161,40.794209
CB93B00B0DA34D8675A8502D51A05E27,ADFB9D1738D6663E3F257B5A2A1CA6B7,VTS,1,,13-01-13 07:56,13-01-13 08:03,1,-73.959778,40.766953,-73.942368,40.786613
0697140065382714175551868A8C1B15,084589AFF8BB42882F78FB08E94DC44C,VTS,1,,13-01-13 07:59,13-01-13 08:03,1,-73.984276,40.76041,-73.991379,40.750084
89AF55C168D9A02D3E04FC1C62DC98CB,DC1490021D2B01D32956ED52BCFF3633,VTS,1,,13-01-13 07:56,13-01-13 08:04,1,-73.973389,40.755505,-73.999245,40.757198
655E773C92FA446353D5C8B7416BE818,309EFB2CA891C1A947E72CADE70D7A4B,VTS,1,,13-01-13 07:52,13-01-13 08:04,6,-73.957573,40.714481,-74.009872,40.709496
B279629BCCC11F6C13690E542372BDB0,F66BA54C70CDB5A08187D559141EB7D9,VTS,1,,13-01-13 07:48,13-01-13 08:05,5,-73.96434,40.755196,-73.870468,40.773674
CA93F8576A51663C409C3DC2CA836DE8,E52D074F3CEDEB2F3E0A04BF5B7F8287,VTS,1,,13-01-13 08:02,13-01-13 08:06,1,-73.910049,40.769527,-73.893608,40.773209
F74743D90F84644B1FA4576F4A82A8A3,237241BEB99836E08F5B7938F9C861B5,VTS,1,,13-01-13 07:59,13-01-13 08:06,1,-74.002686,40.739231,-73.982246,40.772583
BC7BB39BFE3031C1C9460C7A087F1E11,2A6FA99F2ED89D26ADE84D042C5E069D,VTS,1,,13-01-13 08:02,13-01-13 08:05,1,-73.971512,40.75491,-73.956886,40.774815
76E365EFACA80AA169AD6E1D559486C3,28D137466F98EE08CD629628C8C8813B,VTS,1,,13-01-13 07:42,13-01-13 08:08,3,-73.989594,40.757236,-73.909355,40.881565
8F42D6096ACD62275A983B7A66B1E30C,6924138D21A0EF8114248D46CF92D7A5,VTS,1,,13-01-13 08:00,13-01-13 08:07,1,-73.946266,40.788864,-73.949043,40.773399
8A2842964D368DFEC2D826847D32CE36,261C62D79534AF174E9505DF2842C4B5,VTS,1,,13-01-13 07:47,13-01-13 08:06,2,-73.984451,40.768539,-73.871986,40.774441
891CF1D6F2E41CDBD84EA229B7092E71,8EAF200AE9D8D5BA40319D363D971F3E,VTS,1,,13-01-13 07:49,13-01-13 08:03,1,-73.947243,40.784439,-73.993607,40.736008
B8CFAC75AABC19F3F90DE23C8DA12F26,92F8E50B902EBFF9175D5962C393D0C2,VTS,1,,13-01-13 07:54,13-01-13 08:04,1,-73.991608,40.744583,-73.981209,40.728188
8DBE6E020258574026304CC4F1BF12E1,E844D56E7BCDE592B3590BD4E42239AC,VTS,1,,13-01-13 07:49,13-01-13 08:02,1,-73.982193,40.766838,-73.943222,40.717934
73920460319BC1AAFED72C4C8A23D114,8E9E8F5F902D19C20153C5F98F61E14E,VTS,1,,13-01-13 07:55,13-01-13 08:04,2,-73.983078,40.750248,-74.005264,40.715
F57917A10BF81A9FC4477409ACF26865,BAF41DC0816091A53B1B96FF102739FD,VTS,1,,13-01-13 07:55,13-01-13 08:04,1,-73.972481,40.757423,-74.000648,40.758297
B30AAC3A6BAB4417C3BE8DA726E422A4,3FBD5BDD4D3EC9F2490FCD9DAB16F2DD,VTS,1,,13-01-13 07:57,13-01-13 08:02,1,-73.985146,40.779156,-73.999405,40.75938
7B0FCDFF4DC4D7E6379CD6595C024F1D,D12819450666F0C19E7F3C3E3C8843C8,VTS,1,,13-01-13 08:02,13-01-13 08:05,1,-73.976143,40.775932,-73.981987,40.769615
789E7E64EC7C31A88C1683D3BA163A46,F23EEE96EA87B8BE399F15A6D3D55780,VTS,2,,13-01-13 08:03,13-01-13 08:03,1,-73.98558,40.74435,0,0
652A55660710A84FF76B1B42B2DD6AD1,FA32183F975419C39AB977302BCA07D9,VTS,1,,13-01-13 07:59,13-01-13 08:04,1,-73.989349,40.768127,-73.981163,40.769226
B9D9BEFBE802376438CCC5E1BC762549,DEE9BB32152557E1DBFA47FF4C096229,VTS,1,,13-01-13 07:52,13-01-13 08:05,1,-73.948158,40.782921,-74.004173,40.722958
FD5E3758B9BA80F962A759ED4B1DE76A,CDEC8C98737FD828F4797CCAF83AD107,VTS,1,,13-01-13 07:59,13-01-13 08:06,1,-73.984222,40.728996,-73.976822,40.752125
69ED9B170A650C30432614CA70777B3E,0AE03265EA3A22B54E35E07113D4BEA1,VTS,1,,13-01-13 07:45,13-01-13 08:05,1,-74.002197,40.730011,-73.861732,40.768291
303E3DE4DEBD8B0D4DBD0FBAF4512372,4947DD1347CA7D0F52FCD645A2F21BDE,VTS,1,,13-01-13 07:56,13-01-13 08:05,5,-73.957054,40.766537,-73.937241,40.804325
FF3CD0190381DB79840C440BD7D2F2C9,8EF55383570DAFC49AC1EA1D264D3378,VTS,1,,13-01-13 08:03,13-01-13 08:06,1,-73.986076,40.747631,-73.977982,40.753166
714EC144CAADB8129B9B7786A0077DFD,052C966F82A2B106DC6414C453AD7CE6,VTS,1,,13-01-13 08:00,13-01-13 08:06,1,-73.959862,40.813728,-73.971344,40.795372
F0EC6BD4D30DA6399625E7ECC4842C9C,02A7E973E4C617AF91D968CEDDE2628B,VTS,1,,13-01-13 07:58,13-01-13 08:05,1,-73.985573,40.744415,-74.004433,40.730915
0B894AA5971D456392009FEEADC83C75,2DE50461239A8D4CBF60BF4572BE83BD,VTS,1,,13-01-13 12:16,13-01-13 12:30,1,-73.960754,40.769623,-73.988243,40.742912
8D8BCB635B9DD8552169EF724F8B31BF,CED64F99A0EB4DB33F2853F2A8A6CEF5,VTS,1,,13-01-13 12:16,13-01-13 12:27,1,-73.974693,40.764587,-73.991585,40.766243
2784C9AEF246A2A01010C488B84E93D1,B69FF8BBE4F55445C2FD203C7FFC3B37,VTS,1,,13-01-13 12:17,13-01-13 12:28,5,-73.997658,40.75161,-73.971848,40.760033
655E773C92FA446353D5C8B7416BE818,309EFB2CA891C1A947E72CADE70D7A4B,VTS,1,,13-01-13 12:22,13-01-13 12:26,6,-74.01033,40.718826,-74.003067,40.725113
882DAFAA4A7737F337E01DB43B2BB810,C3E7AEE17A5A6EF1576B40ABC3592D9C,VTS,1,,13-01-13 12:02,13-01-13 12:26,5,-74.009743,40.71302,-73.942986,40.850468
3BEE74136086FA06224A575719741705,5EC9776A0D759521958EA7974F32755C,VTS,1,,13-01-13 12:17,13-01-13 12:30,5,-74.002037,40.709393,-73.992058,40.716324
F4A9B95166FF93094F5B6A98D2D41B45,82A98FC4804AC4FC8C425CA5877EEE79,VTS,1,,13-01-13 12:22,13-01-13 12:34,5,-74.008568,40.720085,-73.989723,40.739407
2526AE0CE12F3826E86405DD1390CAAD,84AEDDC439837A20B09C8A90136BC02F,VTS,1,,13-01-13 12:11,13-01-13 12:24,1,-73.968605,40.761692,-74.011452,40.703938
5C8B0F8EEC4A67E2863BC312AD58753E,EF1A40FB38B22449ED7EC323FDF9DDB4,VTS,1,,13-01-13 07:48,13-01-13 08:00,1,-73.966248,40.800735,-73.963249,40.808762
AE4C870C6F0D57E3C9E1BBB8841DB28A,B23EB96E9DC830B2DB85D3DDD0999DD1,VTS,1,,13-01-13 07:35,13-01-13 08:01,1,-73.959503,40.708954,-74.007576,40.704124
B4B49808F27BA7F5E66B7D6FD1E00C7A,7FA52205B1BF03405255F94482BEAD99,VTS,1,,13-01-13 07:53,13-01-13 08:03,1,-73.983948,40.695141,-73.978699,40.721645
BC7BB39BFE3031C1C9460C7A087F1E11,2A6FA99F2ED89D26ADE84D042C5E069D,VTS,1,,13-01-13 07:53,13-01-13 08:01,1,-73.952805,40.775814,-73.972664,40.755692
3CD9FAA96720519BBB9D99E852FCA41D,C6D30B87B01DD2B91CDF74F94541BA84,VTS,1,,13-01-13 07:55,13-01-13 08:01,2,-73.983498,40.762177,-73.999634,40.75909
48186A4CEC71F1A3A2B148BA06FB303F,2DBD4FA5BFE8B182841495F5E4940096,VTS,1,,13-01-13 07:51,13-01-13 08:03,1,-73.976707,40.765076,-73.966103,40.803993
2EA46791EA5E4DB5B59F51713F370542,2E8B0FCBAADF05C8BD242985D34E6F26,VTS,1,,13-01-13 07:53,13-01-13 08:02,1,-73.991402,40.723537,-73.982399,40.748741
3986CB4859D3ECFAA15802D9D9B17B62,985A809CDB5F3C5871275CAF45F8648E,VTS,1,,13-01-13 07:54,13-01-13 08:03,1,-74.005371,40.727573,-74.000404,40.757622
B92C12243D8E7D70ED517D9F86E9576C,81BE5EC29A5118284C89A513C91A6EE3,VTS,1,,13-01-13 07:57,13-01-13 08:03,1,-73.951759,40.824684,-73.941566,40.816891
C404170B081F6E29F930EEDCF769A0B2,AB653607F6C75B93FF50099D05ADAFF3,VTS,1,,13-01-13 07:54,13-01-13 08:02,1,-73.97538,40.73304,-73.965309,40.763313
ACE00BB8DAA1106D99C46A160AE6FDFC,FC771BFDA357DE07BD0A65D6EAD1390C,VTS,1,,13-01-13 07:51,13-01-13 08:05,5,0,0,0,0
44B186ACF370E80644A2A479308E69F6,0BDC6300716C085935BE6448685659B3,VTS,1,,13-01-13 08:01,13-01-13 08:06,2,-73.965996,40.765343,-73.973885,40.743988
C7FB13304152D41314039EE89B03CFE6,FA83F760E13AEE7A47055315AD3EB5AC,VTS,1,,13-01-13 08:00,13-01-13 08:05,1,-73.985512,40.752739,-74.00032,40.757629
057C136D1166F540F43DAED0807328B2,6AA39B27923B374E687D61581B6C8529,VTS,2,,13-01-13 07:44,13-01-13 08:05,2,-73.96846,40.755032,-73.794167,40.644573
B49BFAB98602BDB392C5E9D097AAE3D7,EB2605E3DBF7F2D10838D1BF89E417B4,VTS,1,,13-01-13 08:01,13-01-13 08:04,1,-73.985504,40.752754,-73.990845,40.750755
9B9470DB97B5D2380923E44B3A90A1D4,9D3AFC5D2C0A5EAB0BF58E8AC0C9E400,VTS,2,,13-01-13 07:34,13-01-13 08:05,1,-73.791039,40.646667,-73.963196,40.762306
470121151A8F4215E4EC61EBA89E368B,D62040D7F6F5EDCDA57DE3CD098B5374,VTS,1,,13-01-13 07:52,13-01-13 08:04,1,-73.948601,40.782391,-73.999146,40.743977
5B6DDDCC2FBDD7458D29DC3588B05295,79A6356FADB416D333B67569D67D36B6,VTS,1,,13-01-13 07:55,13-01-13 08:04,1,-73.988022,40.727173,-73.98864,40.748512
CFCD208495D565EF66E7DFF9F98764DA,5D159626B291A7EC65191C8DF373311B,VTS,1,,13-01-13 08:03,13-01-13 08:08,1,-73.982155,40.769363,-73.973289,40.790035
689C3080CB309E2020A29B205F559993,2546E4BDEB74E9759366F6998270FFE8,VTS,1,,13-01-13 08:02,13-01-13 08:07,5,-73.986626,40.750397,-74.001266,40.756378
818B2426C5493017D5CFE68EFD34617E,0F51E0C88BD265002475FF9E88A02D13,VTS,1,,13-01-13 07:48,13-01-13 08:06,1,-73.957962,40.717617,-73.986046,40.752033
FE9CE5A8A0D303B03381131AB5B0570E,968A734FD82EAD07047431A4925288B7,VTS,1,,13-01-13 07:51,13-01-13 08:09,1,-73.980743,40.742077,-73.941338,40.841717
393C86127C10766E9EC81053A36B9C37,6C2CB931D638E5BEEA8C4FDEA9F99689,VTS,1,,13-01-13 07:47,13-01-13 08:07,1,-73.998398,40.735374,-73.871063,40.774136
2DA12E2776B48AB3C8EBE6B57B2A0730,7CB64A9AF894044AB445E21BEF08FD7E,VTS,1,,13-01-13 08:13,13-01-13 08:15,1,-73.939598,40.794621,-73.947983,40.783043
F28AB26AE6F1306DEDC114BBAB6DB2AE,1623A6CC5093036386452D8DDECF75AF,VTS,1,,13-01-13 08:12,13-01-13 08:15,1,-73.954239,40.816288,-73.953041,40.810944
0FF5BCE95C86107079CED655BD5D5BCA,326484C1D70502DE826F8F6A7014C598,VTS,1,,13-01-13 07:40,13-01-13 07:49,1,-73.982185,40.777611,-73.982452,40.751591
3716EADE180B4801FED314DFB491B6E9,A8F32F4F64D9DF98FC587783DA725170,VTS,1,,13-01-13 07:37,13-01-13 07:48,1,-73.960312,40.807693,-73.964493,40.77713
EDC498F8AB44E4697ECB239CF11E001F,1574B0623F12A7FFCB8D85500C2CD047,VTS,1,,13-01-13 07:33,13-01-13 07:50,1,-73.99395,40.681568,-74.001266,40.731312
F605C5086D44454E5D3B0EC7843E631B,51252E39A144915A916D181F93A6E8F2,VTS,1,,13-01-13 07:33,13-01-13 07:56,2,-74.004883,40.723095,-73.9561,40.803402
C7C670B61035071B3611BFE9704B5AFB,604DD9A08A31B02DF1B2553F64CE461B,VTS,1,,13-01-13 07:50,13-01-13 07:55,6,-73.993446,40.762379,-73.97538,40.761684
9C6198D5FEE9A44BAF85B7BFA98F079B,66D812E502CD2D9490BCFB8C224A07D2,VTS,1,,13-01-13 07:50,13-01-13 07:56,1,-73.952591,40.777061,-73.972931,40.764748
185DB975730A99E17D05E4BFDA3888F2,D120A03FF654D3D2C3B55C789BA3346C,VTS,2,,13-01-13 07:22,13-01-13 07:54,2,-73.781891,40.644749,-73.974037,40.763283
5DF5978F0280032D2F641A1A9FF506B0,8C90BF2A814DC709DCC9AD86C557A800,VTS,1,,13-01-13 07:51,13-01-13 07:55,1,-73.984612,40.751976,-73.994041,40.735489
6F910ABF764B977205E7F0A0ED98534C,D39EA4C0D9B0198FD1081F5EB9AE06D7,VTS,1,,13-01-13 07:36,13-01-13 07:57,1,-73.988388,40.693401,-73.982475,40.745636
688E0FB17BF28D0C68EE0337F1745B8A,91D116BB00BBF89A6F9F82B36B842281,VTS,1,,13-01-13 07:50,13-01-13 07:57,1,-73.936684,40.820686,-73.9533,40.801857
4F520C94BE55BCD63811E0CAA7D5D285,260D01DBA846D84A3CCEC86F225CE122,VTS,1,,13-01-13 07:51,13-01-13 07:59,3,-73.998741,40.681271,-73.947693,40.717709
90666ADD2A1A29EF574FE51A6D903097,3B8C449B8098315DBC5CBF69D241890D,VTS,1,,13-01-13 07:49,13-01-13 07:58,6,-73.976166,40.780468,-73.994904,40.770386
469B05FDC2782455C93801D6C849731B,3D21BC289026DF526BD0A5C8DA9CDFCC,VTS,1,,13-01-13 07:56,13-01-13 08:03,1,-73.964592,40.772858,-73.980103,40.753212
822CE2EEB8EF30CA6B2BE2E31BDD853A,22B0F9A7190B0955960B35CBF608F0E1,VTS,1,,13-01-13 07:49,13-01-13 07:58,2,-73.790764,40.645256,-73.783554,40.643719
1A507DEE7AD80F346106A3016A388038,707DB373CFB35ABABDDDA28C69B05794,VTS,1,,13-01-13 07:59,13-01-13 08:03,1,-73.973763,40.763912,-73.99337,40.752419
FE76457303AC98FA45C0A8E6AA66352C,85268AE22959713CA7BB116C74EFE2C5,VTS,2,,13-01-13 07:40,13-01-13 08:02,5,-73.948601,40.773907,-73.77681,40.644791
5888835B75CF97CBE738A58484B12A6D,4BD18A9D29849B46795A7F64324D6EFA,VTS,1,,13-01-13 07:42,13-01-13 08:01,1,-73.994415,40.663902,-73.973694,40.687328
A163C7962F3877FAE670026FB832CFD3,4EABAE0C0F2E2EA0D64B86DCD551703D,VTS,2,,13-01-13 07:33,13-01-13 08:05,1,-74.014084,40.714478,-73.776443,40.645344
3502FE4265A930A42C786F3BE149CA41,4E3B6A13B826F70774740F735CFDBEBC,VTS,1,,13-01-13 07:59,13-01-13 08:03,1,-73.97361,40.794685,-73.964241,40.802464
222BACD193584D6F3428D36E2302C053,D2B36DF6F24CB6ED19A271C284677934,VTS,1,,13-01-13 07:54,13-01-13 08:02,2,-73.974709,40.792782,-74.000519,40.762756
9F4C994968F52FA02432BEABBCBE2AAB,D6CD08D40A7361C08EC139629E37AF70,VTS,1,,13-01-13 07:56,13-01-13 07:59,1,-73.948486,40.782455,-73.955902,40.779137
6204D2988E75007ADDC410D3AD59CD01,B76D3E03346F6A3A8E48DB7711E7CBCA,VTS,1,,13-01-13 07:59,13-01-13 08:03,1,-73.957413,40.782902,-73.949036,40.796993
89AF55C168D9A02D3E04FC1C62DC98CB,DC1490021D2B01D32956ED52BCFF3633,VTS,1,,13-01-13 12:15,13-01-13 12:22,1,-73.988281,40.761581,-73.991722,40.750477
3DE65D588DBB63A9419A8887CEF0CA26,F13CAF0F4613574F452E589FCF955DF1,VTS,1,,13-01-13 12:00,13-01-13 12:23,1,-74.009071,40.715675,-73.97934,40.669205
06F4759785554F5D0E6DDFB42D320158,5A80B021C1DEEB720AB9C929DBCF8794,VTS,1,,13-01-13 12:08,13-01-13 12:22,1,-73.947075,40.772346,-73.99614,40.713612
952AFBC963A32508692B2223D5D2ECEE,2BB922C2E7CFB1A993BD8ADB4055FC37,VTS,1,,13-01-13 07:50,13-01-13 07:56,1,-73.9729,40.785458,-73.965256,40.801025
9C93E30D2CFC79A3053CB907BB93537F,2E9A9BDBC64EFCD0AFF4AAF4089979C9,VTS,1,,13-01-13 07:52,13-01-13 07:57,2,-73.984627,40.759209,-74.00042,40.757683
26AB00A95EF60968E27B94C6172B289F,33F42987A68B58B3F9758D55DC783B3D,VTS,1,,13-01-13 07:49,13-01-13 07:56,1,-74.007675,40.740795,-73.999458,40.759449
A4AA0AE1CE77E8D74187BB69E4FA60D9,D18EAC5D5E343B285CA60013D2B14503,VTS,1,,13-01-13 07:53,13-01-13 07:59,1,-73.97718,40.745403,-73.984901,40.728939
2FF842560A0D55E0849A07E81FAADDAD,7AC69150095D3F41D1D01ED47E5495D7,VTS,1,,13-01-13 12:10,13-01-13 12:20,1,-73.954865,40.78923,-73.967987,40.758217
E5018BD908BDABB9213131D8BB0FAE5E,6D7B9EEC8C66416A9CC03DF6F879EC67,VTS,1,,13-01-13 12:14,13-01-13 12:18,3,-73.962677,40.766979,-73.970398,40.764877
1903ADA2663AF541DCCE073E40938E05,284206DBB706692C8FE1606C8AD45AF3,VTS,1,,13-01-13 12:07,13-01-13 12:20,1,-73.999306,40.744091,-73.982292,40.723213
C1E4CC7202217BADD52290B68D7F4BC2,2016E92E243530A00A4592E1B7206E06,VTS,1,,13-01-13 12:09,13-01-13 12:16,2,-73.984543,40.745018,-73.983231,40.738777
C70CD347AA0EBAD4EF34EC27131535FA,E8A4BFD3C578DC31120E2FF7C94BA7FF,VTS,1,,13-01-13 12:10,13-01-13 12:18,6,-73.958115,40.760433,-73.977135,40.757839
46ECA3A606B09A95BCA7736975B772D5,51B9CADAC31BBE2DD3E81AFD93A280C7,VTS,1,,13-01-13 12:13,13-01-13 12:22,6,-73.957527,40.776878,-73.978401,40.758148
B013988D2B47544C4683A41C2AA8E903,8F5FE1DDE09FDBEF1C3882E327DB0AB9,VTS,1,,13-01-13 12:08,13-01-13 12:20,1,-73.985687,40.758282,-73.996704,40.762627
68BBCE52EADB581FE996955BFB475BB8,8480E7FB9D114851FD4788375E8BD321,VTS,1,,13-01-13 12:03,13-01-13 12:20,1,-73.97554,40.745434,-73.997261,40.714596
51DB8B809F0FECD0F12F2AD4BDC00CE6,988E880CA74D2D0D2FF1F6C712E1EFDE,VTS,1,,13-01-13 12:09,13-01-13 12:18,1,-73.966698,40.757187,-73.99025,40.761604
7BB8A299FE111E1166AC8C5D36C37EA1,FA36E516BD1822D190D32EFDC6B0E015,VTS,1,,13-01-13 12:13,13-01-13 12:21,1,-73.949799,40.780605,-73.964691,40.760277
453114075EF898A05B9D443DCB6EABD7,D349D83E94B917AD7E90B93392E8A4BE,VTS,1,,13-01-13 12:10,13-01-13 12:23,1,-73.963333,40.777615,-73.992538,40.758675
2F2C6B917713751E5C30D7B0C6A7A7EE,0DBB78717556C9F431937A9CDC8707C6,VTS,1,,13-01-13 12:16,13-01-13 12:22,1,-73.981575,40.74226,-73.963409,40.757702
6C4208CAF90EE4D018D9B9FED1DE9EFA,C61232E617A09D6F76373340D991ADC4,VTS,1,,13-01-13 12:21,13-01-13 12:23,5,-73.982063,40.757771,-73.976532,40.765888
CDF79349B6034EBFB44264FFDC07DE56,491B5E625769503033009FDCEBAACA95,VTS,1,,13-01-13 12:16,13-01-13 12:21,5,-73.98053,40.75119,-73.971024,40.757599
197149D03CDD4F1025EC551F13E3522D,CF910B050BA7B16A6D269D1AA4E62AEA,VTS,1,,13-01-13 12:13,13-01-13 12:25,4,-73.972534,40.796051,-73.979095,40.766983
19CD3E8DDB8FD3250C1A93432C0A4354,8736A961B0A91F3C120DDB7626876736,VTS,1,,13-01-13 12:15,13-01-13 12:23,1,-73.985405,40.744404,-74.003441,40.732616
2D3CF8D0CE4AC6A99313D9658EEDDAA8,4F7E0BA6436C7F057E18F36B43207B7A,VTS,1,,13-01-13 12:13,13-01-13 12:20,2,-73.955833,40.787788,-73.977211,40.779701
BC61E58C47981C54104CF4106A31BA50,472934DFF3DA9DE24AAFB3BC83D070C8,VTS,1,,13-01-13 12:09,13-01-13 12:22,1,-73.99192,40.755943,-73.970879,40.794327
734EC089DBB870E052A23AB460A0D8AC,12813B38E598B8D3F4CF221F6F385CAE,VTS,1,,13-01-13 11:53,13-01-13 12:22,1,-73.869942,40.772152,-73.98468,40.746021
9C6198D5FEE9A44BAF85B7BFA98F079B,66D812E502CD2D9490BCFB8C224A07D2,VTS,1,,13-01-13 12:17,13-01-13 12:24,1,-73.998703,40.734886,-73.980545,40.737614
20E769FDE5E85BE68DCB2B14DC7126D1,5A6DA15CF175206E5E17A6D7627935F6,VTS,1,,13-01-13 12:22,13-01-13 12:27,5,-73.976479,40.758858,-73.988106,40.744205
B48B1375CD301CADFC4AA5208B5C157C,D4D75C5E7F18962D0E0CB8261805CEFC,VTS,1,,13-01-13 12:11,13-01-13 12:27,1,-74.002808,40.760536,-73.98703,40.729687
8244910BD1F08A8379796AA7DEC00EB4,8B4AAA67BF021108F767C7C8DF313735,VTS,1,,13-01-13 12:21,13-01-13 12:31,1,-73.988823,40.731152,-73.977043,40.751896
C6B18485E735FCF9B7E32AC7B1DAD3ED,8DA9C0428A748E09EFE79A7CCC465BF8,VTS,1,,13-01-13 12:18,13-01-13 12:27,1,-73.983879,40.738304,-74.002235,40.726414
3FEB7F9302C83CB699ACAA257134CCB5,E52430CBD47671817CCE27C4CF677CAA,VTS,1,,13-01-13 12:23,13-01-13 12:28,2,-73.955841,40.779331,-73.968361,40.762436
ECE285F13335AD869F05E54112FADDF9,FE554D4AC156E713D000AA3E3EDEA742,VTS,1,,13-01-13 12:20,13-01-13 12:27,1,-73.954697,40.773956,-73.971893,40.755661
C87D30545FD2D5CE9451EF5F6EC1A32E,DFE54070944CA81D3E6E85CF740AF6CE,VTS,1,,13-01-13 12:16,13-01-13 12:27,1,-73.94648,40.774803,-73.967567,40.787739
A979CDA04CFB8BA3D3ACBA7E8D7F0661,47C715F18BE3EA6A9FB94FBE308A9ABF,VTS,1,,13-01-13 12:25,13-01-13 12:30,2,-73.974464,40.746891,-73.986038,40.740105
7D8BB524AC8B84010BB06F529D12B340,57C3A176973632F99885ADCE308F8371,VTS,1,,13-01-13 12:11,13-01-13 12:28,1,-73.980453,40.770226,-73.980667,40.720596
0C0FA7232FA799303AFA03B7B9757AC3,7875208F83F42DB91F498E1A02DDA3DE,VTS,1,,13-01-13 12:23,13-01-13 12:29,1,-73.933914,40.744789,-73.921783,40.737583
97F751A427E8A244DB5E8260F8D348E9,67A6A619B0F4A87D211F2EC1561B965B,VTS,1,,13-01-13 12:19,13-01-13 12:28,1,-73.968239,40.768051,-73.972504,40.755493
469C342BEF23F4A77887E09194BE394A,97F900745308B53DE616A7F9D6F07D40,VTS,1,,13-01-13 12:10,13-01-13 12:29,1,-73.951317,40.783443,-74.008286,40.708313
B911FF138987DC326A2FF9269F76DC3B,233FB19E8D1D4855A6C34E1B57BAD6AE,VTS,1,,13-01-13 12:02,13-01-13 12:28,5,-73.874542,40.774067,-73.983948,40.761642
42B0E8B050555178CEFE9229C21A20EC,83366CB3127F6DC363C2F543751CD2CB,VTS,1,,13-01-13 07:51,13-01-13 07:55,1,-73.994621,40.760448,-73.983078,40.764534
4A983B0382E9EF8B3627E624AA684FC3,429B1BD37ABCD9A922C5B97590D031C6,VTS,1,,13-01-13 07:46,13-01-13 07:49,1,-73.972763,40.755596,-73.977859,40.742371
2B3EFA3719EA953A656D5041750787EB,522CEE52F5E6DA8DD74D7439FCEF6ABE,VTS,1,,13-01-13 07:38,13-01-13 07:55,1,0,0,0,0
A8E484AAA24B784F598035D44F757EEF,552C35C3877F233BED6E191072A9C220,VTS,1,,13-01-13 07:55,13-01-13 07:57,1,-73.974777,40.749973,-73.974464,40.740913
0587ABA72D8647D95EB0B624726381E6,FE9CF687B5C78C7F10CC9D32B5CE3E66,VTS,1,,13-01-13 07:50,13-01-13 07:54,6,-74.008095,40.738869,-74.008095,40.738869
517C6B330DBB3F055D007B07512628B3,D381717FB7BF1F2C15D6443ADCE8F825,VTS,1,,13-01-13 07:49,13-01-13 07:58,5,-73.983131,40.730652,-73.963318,40.768463
66764B77F96DF43315499D73AA6DD84E,FA094478696E177A9724AAE5C5CF977C,VTS,1,,13-01-13 07:50,13-01-13 07:57,1,-73.992363,40.73077,-73.998589,40.735081
A2B2E4DC64E3B3B9F8DCEF7551A38BEC,5B4107C94221869592DDA8F7C92AFD85,VTS,1,,13-01-13 07:53,13-01-13 07:58,1,-73.9757,40.728554,-73.987152,40.720623
B25FD88FF299C626399EF0BB8ED20CFD,4136C243ABF261590D124F2838A55669,VTS,1,,13-01-13 07:53,13-01-13 08:01,4,-73.975418,40.789791,-73.995956,40.753754
3C7FB63FA62C694C66D122AAA3D04516,A284D1505C5F8BBAB6DE668F051DF49B,VTS,1,,13-01-13 07:46,13-01-13 07:59,2,-73.788048,40.641506,-73.863235,40.76741
FF1E7C4C0DEFB8E917DC9E35A430FCDE,1D5F9743F8667BAFE5978E456856CD7C,VTS,1,,13-01-13 07:45,13-01-13 07:55,1,-73.99781,40.76371,-73.965736,40.766151
554F305D486DD84EF2409777CE5D9F1A,EF31D3A8AB701845B36F4AB1C74846CC,VTS,1,,13-01-13 07:38,13-01-13 07:56,1,-73.940697,40.793163,-74.00853,40.716537
